Role,brand,total,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15
,Intergate Immigration Service,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Relocation Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,SA Migration International,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Work Permit South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Intergate Visalink,1,0,1.0,0.0,,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,,,,,,,,,,,,
,Visa Logistics,1,1,0.0,0.0,,,,,,,,,,,,
,iVisa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Intergate Visalink,1,0,1.0,0.0,0.0,,,,,,,,,,,
,TeleportVisa,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Visa South Africa,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,VFS Global,1,0,0.0,1.0,,,,,,,,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,ENSafrica,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,FinGlobal,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Grant Thornton South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,KPMG South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Mazars South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,PwC South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Tax Consulting SA,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Tax Consulting South Africa,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Risk Management,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Tax Shop,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Taxwise,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Cape Town Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Global Visas,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Immigration South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,VFS Global,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Visa and Immigration Consultants,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,VisaPro,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Xpatweb,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,Intergate Visalink,1,0,1.0,0.0,,,,,,,,,,,,
,VFS Global,1,1,0.0,0.0,,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Visa Box,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Deloitte South Africa,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Ernest & Young (EY) South Africa,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Accenture South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,BDO South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Bain & Company South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Deloitte South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Ernst & Young (EY) South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,KPMG South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,McKinsey & Company South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,PwC South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,The Graduate Institute of Management and Technology (GIMT),1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Adcorp,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Communicate Recruitment,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Kelly South Africa,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Manpower South Africa,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Quest Staffing Solutions,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,1,0.0,0.0,0.0,,,,,,,,,,,
,IBN Immigration Solutions,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Relocation Africa,1,0,0.0,0.0,1.0,,,,,,,,,,,
,SA Migration Services,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Cape Town Immigration,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Global Visas,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Immigration Advisors,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Visa Immigration,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,,,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,,,,,,,,,,,,
,Cape Town Immigration,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Intergate Immigration Services,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Sable International,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Visa and Immigration Services,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Work Visa South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
,Global Migration SA,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,IBN Consulting,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Intergate Visalink,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,VFS Global,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Visa Logistics,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Fragomen,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Global Migration Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,My South Africa Visa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Sable International,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,VisaPro,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Global Migration SA,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Intergate Visalink,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,IBN Consulting,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Intergate Immigration Services,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Xpatweb,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Global Visas,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
,Immigration South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Intergate Immigration Service,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Migrate With Q,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
,Move Up,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,SA Migration International,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
,Work Visa South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,Visa Logistics,1,0,1.0,0.0,,,,,,,,,,,,
,Visa South Africa,1,0,0.0,1.0,,,,,,,,,,,,
,Intergate Immigration Services,1,1,0.0,,,,,,,,,,,,,
,Xpatweb,1,0,1.0,,,,,,,,,,,,,
,Global Visa Solutions,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Intergate Immigration Services,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Visa and Immigration Consultants,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,VisaPro,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,,,,,,,,,,,,
,Fragomen,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Global Visas,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Sable International,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Visa and Immigration Services,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,,,,,,,,,,,,
,Xpatweb,1,0,1.0,0.0,,,,,,,,,,,,
,BLS International Services Ltd,1,0,1.0,0.0,,,,,,,,,,,,
,TLScontact South Africa,1,1,0.0,0.0,,,,,,,,,,,,
,VFS Global South Africa,1,0,0.0,1.0,,,,,,,,,,,,
,TLScontact South Africa,1,0,0.0,1.0,,,,,,,,,,,,
,VFS Global South Africa,1,1,0.0,0.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,IBN Immigration Solutions,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Intergate Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,SA Migration Services,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Visa South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Global Immigration Solutions,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,South African Immigration,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Work Permit South Africa,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,Xpatweb,1,0,1.0,,,,,,,,,,,,,
,Cape Town Visa Services,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Global Visa Solutions,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,SA Immigration Services,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,South Africa Immigration,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Visa and Immigration Services,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Work Visa SA,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Xpatweb,1,0,1.0,,,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Immigration South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Relocation Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,SA Migration Services,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Work Permit South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,Global Visas,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,Immigration South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,Intergate Immigration Services,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,South Africa Immigration,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,VisaSouthAfrica,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,,,,,,,,,,,,
,Intergate Visalink,1,0,0.0,1.0,,,,,,,,,,,,
,Xpatweb,1,0,1.0,0.0,,,,,,,,,,,,
,Fragomen,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Global Visa Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,Immigration South Africa,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Newland Chase,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,VFS Global,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Visa and Immigration Services,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Workpermit.com,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Black Pen Immigration,1,0,0.0,0.0,1.0,,,,,,,,,,,
,IBN Consulting,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Intergate Immigration,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,
,IBN Immigration Solutions,1,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,
,SA Migration Services,1,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Intergate Immigration Services,1,0,0.0,0.0,1.0,,,,,,,,,,,
,VFS Global,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Visa and Immigration Services,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Move Up,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Global Visas,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Immigration South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
,Sable International,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,
,South African Visa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,VFS Global,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,Visa and Immigration Services,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
,VisaPro,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,
,Work Visa South Africa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,
,Intergate Immigration,1,0,0.0,1.0,,,,,,,,,,,,
,Visa Box,1,1,0.0,0.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,IBN Immigration Solutions,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Relocation Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,SA Migration Services,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,VisaBox,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Emigrate to South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Global Visa Support,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,VisaSouthAfrica,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Black Pen Recruitment,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Move Up,1,0,0.0,1.0,0.0,,,,,,,,,,,
,Work Permit South Africa,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,Intergate Immigration Service,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Visa Logistics,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,ATEC,1,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
,Intergate Immigration Services,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,South Africa Visa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,VFS Global,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,VisaPro,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Work Permit South Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,,,,,,,,,,,,
,Intergate Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,Global Immigration Solutions,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,VisaCorp,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,VisaCorp,1,0,0.0,1.0,,,,,,,,,,,,
,Intergate Visalink,1,0,1.0,0.0,,,,,,,,,,,,
,Travel Visa Company,1,0,0.0,1.0,,,,,,,,,,,,
,VFS Global,1,1,0.0,0.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,,,,,,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,0.0,,,,,,,,,,,
,VFS Global,1,0,0.0,1.0,,,,,,,,,,,,
,VisaBox Africa,1,1,0.0,0.0,,,,,,,,,,,,
,Global Immigration Solutions,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Intergate Immigration Services,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Sable International,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,VisaPro,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,Visa Box,1,0,0.0,1.0,,,,,,,,,,,,
,Immigration South Africa,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,The Visa Company,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,VFS Global,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,VisaPro,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,Immigration South Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
,Intergate Immigration Service,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Relocation Africa,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,SA Migration International,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Visa South Africa,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
,Randburg Immigration,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,
,SA Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
,Tetra Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,Visa and Immigration Services (VISA),1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
,VisaPro,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,Intergate Immigration,1,1,0.0,0.0,,,,,,,,,,,,
,Xpatweb,1,0,0.0,1.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,,,,,,,,,,,,
,Intergate Visalink,1,1,0.0,0.0,,,,,,,,,,,,
,Move Up,1,0,0.0,1.0,,,,,,,,,,,,
,CDE Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,Global Visas,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,Immigration Advisors of South Africa,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Immigration South Africa,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Migrate SA,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,South Africa Immigration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
,Visa Immigration,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
,VisaPro,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,,,,,,,,,,,,
,Xpatweb,1,0,1.0,0.0,,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Global Migration SA,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,IBN Immigration Solutions,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Mzansi Communications,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
,Relocation Africa,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
,SA Migration,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
,Visa Logistics,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,
,Xpatweb,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
,Intergate Immigration,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Move Up,1,0,0.0,1.0,0.0,,,,,,,,,,,
,VFS Global South Africa,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Xpatweb,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,
,IBN Immigration Solutions,1,0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Intergate Immigration,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
,SA Migration,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
,VFS Global,1,1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
,Visa Box,1,0,1.0,0.0,,,,,,,,,,,,
,Visa Express,1,0,0.0,1.0,,,,,,,,,,,,
,Black Pen Immigration,1,1,0.0,0.0,0.0,0.0,,,,,,,,,,
,Global Migration SA,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
,IBN Immigration Solutions,1,0,1.0,0.0,0.0,0.0,,,,,,,,,,
,Intergate Immigration Service,1,0,0.0,0.0,1.0,0.0,,,,,,,,,,
,SA Migration Services,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,Black Pen Immigration,1,0,1.0,0.0,0.0,,,,,,,,,,,
,Intergate Visalink,1,0,0.0,1.0,0.0,,,,,,,,,,,
,VisaCorp,1,1,0.0,0.0,0.0,,,,,,,,,,,
,Xpatweb,1,0,0.0,0.0,1.0,,,,,,,,,,,
,Black Pen Immigration,1,0,0.0,0.0,0.0,1.0,,,,,,,,,,
,IBN Immigration Solutions,1,0,0.0,1.0,0.0,0.0,,,,,,,,,,
